geo_point_2d,geo_shape,projection,stop_id,stop_name,latitude,longitude,postcode,easting,northing,gisfid,suburb,googlemaps_drive_to
"-38.0571769822, 145.285831111","{""coordinates"": [145.285831111, -38.0571769822], ""type"": ""Point""}",MGA2020 Zone 55,21909,Alston Ct/Kershaw Dr (Narre Warren South),-38.057176982166254,145.28583111103893,3805,349612,5786455,1220,Narre Warren South,"https://www.google.com.au/maps/dir//-38.057176982166254,145.28583111103893/@your+location,17z/data=!4m2!4m1!3e0"
"-38.008913042, 145.2295271096","{""coordinates"": [145.2295271096, -38.008913042], ""type"": ""Point""}",MGA2020 Zone 55,2158,105 South Gippsland Hwy (Dandenong South),-38.008913041983604,145.22952710964745,3175,344570,5791718,1664,Dandenong South,"https://www.google.com.au/maps/dir//-38.008913041983604,145.22952710964745/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0724740136, 145.2978990242","{""coordinates"": [145.2978990242, -38.0724740136], ""type"": ""Point""}",MGA2020 Zone 55,23335,Casey Central Park/Narre Warren-Cranbourne Rd (Cranbourne North),-38.072474013581235,145.2978990241883,3977,350702,5784777,1226,Cranbourne North,"https://www.google.com.au/maps/dir//-38.072474013581235,145.2978990241883/@your+location,17z/data=!4m2!4m1!3e0"
"-38.017767966, 145.2049030988","{""coordinates"": [145.2049030988, -38.017767966], ""type"": ""Point""}",MGA2020 Zone 55,2216,226 Hammond Rd (Dandenong South),-38.01776796604721,145.20490309876942,3175,342427,5790694,1668,Dandenong South,"https://www.google.com.au/maps/dir//-38.01776796604721,145.20490309876942/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0451159931, 145.3466001862","{""coordinates"": [145.3466001862, -38.0451159931], ""type"": ""Point""}",MGA2020 Zone 55,22800,Casey Hospital/Kangan Dr (Berwick),-38.04511599308381,145.3466001861616,3806,354920,5787890,1228,Berwick,"https://www.google.com.au/maps/dir//-38.04511599308381,145.3466001861616/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0215400457, 145.2040700646","{""coordinates"": [145.2040700646, -38.0215400457], ""type"": ""Point""}",MGA2020 Zone 55,2217,Brooks Dr/Hammond Rd (Dandenong South),-38.021540045668274,145.20407006458962,3175,342362,5790274,1669,Dandenong South,"https://www.google.com.au/maps/dir//-38.021540045668274,145.20407006458962/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0739030327, 145.3353609793","{""coordinates"": [145.3353609793, -38.0739030327], ""type"": ""Point""}",MGA2020 Zone 55,27924,Glasscocks Rd/Clyde Rd (Narre Warren South),-38.07390303275236,145.33536097930352,3805,353991,5784678,1233,Narre Warren South,"https://www.google.com.au/maps/dir//-38.07390303275236,145.33536097930352/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0265720358, 145.2030930284","{""coordinates"": [145.2030930284, -38.0265720358], ""type"": ""Point""}",MGA2020 Zone 55,2218,Quality Dr/Hammond Rd (Dandenong South),-38.026572035763074,145.20309302837322,3175,342287,5789714,1670,Dandenong South,"https://www.google.com.au/maps/dir//-38.026572035763074,145.20309302837322/@your+location,17z/data=!4m2!4m1!3e0"
"-38.075203983, 145.3355488973","{""coordinates"": [145.3355488973, -38.075203983], ""type"": ""Point""}",MGA2020 Zone 55,27925,Grices Road Recreation Reserve/Berwick-Cranbourne Rd (Clyde North),-38.075203982997856,145.33554889730246,3978,354010,5784534,1234,Clyde North,"https://www.google.com.au/maps/dir//-38.075203982997856,145.33554889730246/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0295729944, 145.2024950675","{""coordinates"": [145.2024950675, -38.0295729944], ""type"": ""Point""}",MGA2020 Zone 55,2219,Mickle St/Hammond Rd (Dandenong South),-38.02957299439228,145.20249506748172,3175,342241,5789380,1671,Dandenong South,"https://www.google.com.au/maps/dir//-38.02957299439228,145.20249506748172/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0886810341, 145.3326771689","{""coordinates"": [145.3326771689, -38.0886810341], ""type"": ""Point""}",MGA2020 Zone 55,27930,Thompsons Rd/Berwick-Cranbourne Rd (Cranbourne North),-38.08868103412963,145.3326771689015,3977,353785,5783034,1236,Cranbourne North,"https://www.google.com.au/maps/dir//-38.08868103412963,145.3326771689015/@your+location,17z/data=!4m2!4m1!3e0"
"-38.001272044, 145.2081751375","{""coordinates"": [145.2081751375, -38.001272044], ""type"": ""Point""}",MGA2020 Zone 55,2212,Gretana St/Hammond Rd (Dandenong South),-38.00127204399134,145.20817513752783,3175,342679,5792530,1676,Dandenong South,"https://www.google.com.au/maps/dir//-38.00127204399134,145.20817513752783/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0904939936, 145.3328071253","{""coordinates"": [145.3328071253, -38.0904939936], ""type"": ""Point""}",MGA2020 Zone 55,27933,Selenium Way/Berwick-Cranbourne Rd (Clyde North),-38.09049399359552,145.33280712532573,3978,353800,5782833,1238,Clyde North,"https://www.google.com.au/maps/dir//-38.09049399359552,145.33280712532573/@your+location,17z/data=!4m2!4m1!3e0"
"-38.001909961, 145.2360621828","{""coordinates"": [145.2360621828, -38.001909961], ""type"": ""Point""}",MGA2020 Zone 55,23323,Power Rd/Princes Hwy (Dandenong South),-38.001909960984385,145.23606218277374,3175,345129,5792506,1677,Dandenong South,"https://www.google.com.au/maps/dir//-38.001909960984385,145.23606218277374/@your+location,17z/data=!4m2!4m1!3e0"
"-38.1100110336, 145.3287938417","{""coordinates"": [145.3287938417, -38.1100110336], ""type"": ""Point""}",MGA2020 Zone 55,27940,Heather Gr/Berwick-Cranbourne Rd (Clyde North),-38.110011033627416,145.3287938417136,3978,353487,5780661,1243,Clyde North,"https://www.google.com.au/maps/dir//-38.110011033627416,145.3287938417136/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9993159835, 145.2140650968","{""coordinates"": [145.2140650968, -37.9993159835], ""type"": ""Point""}",MGA2020 Zone 55,23606,Bryants Rd/Kirkham Rd (Dandenong South),-37.99931598346505,145.21406509680037,3175,343192,5792757,1680,Dandenong South,"https://www.google.com.au/maps/dir//-37.99931598346505,145.21406509680037/@your+location,17z/data=!4m2!4m1!3e0"
"-38.1066010234, 145.3298061584","{""coordinates"": [145.3298061584, -38.1066010234], ""type"": ""Point""}",MGA2020 Zone 55,27941,Clydevale Ave/Berwick-Cranbourne Rd (Clyde North),-38.10660102342002,145.3298061583859,3978,353569,5781041,1244,Clyde North,"https://www.google.com.au/maps/dir//-38.10660102342002,145.3298061583859/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0027349935, 145.2178429392","{""coordinates"": [145.2178429392, -38.0027349935], ""type"": ""Point""}",MGA2020 Zone 55,23608,Amberley Cres/Frankston-Dandenong Rd (Dandenong South),-38.00273499355274,145.2178429392486,3175,343531,5792384,1682,Dandenong South,"https://www.google.com.au/maps/dir//-38.00273499355274,145.2178429392486/@your+location,17z/data=!4m2!4m1!3e0"
"-38.1135969933, 145.3281638446","{""coordinates"": [145.3281638446, -38.1135969933], ""type"": ""Point""}",MGA2020 Zone 55,27942,Newbridge Bvd/Berwick-Cranbourne Rd (Clyde North),-38.113596993281035,145.32816384455333,3978,353439,5780262,1245,Clyde North,"https://www.google.com.au/maps/dir//-38.113596993281035,145.32816384455333/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0295119753, 145.2026559879","{""coordinates"": [145.2026559879, -38.0295119753], ""type"": ""Point""}",MGA2020 Zone 55,2646,Mickle St/Hammond Rd (Dandenong South),-38.02951197534755,145.2026559878934,3175,342255,5789387,1692,Dandenong South,"https://www.google.com.au/maps/dir//-38.02951197534755,145.2026559878934/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0756300419, 145.3440661301","{""coordinates"": [145.3440661301, -38.0756300419], ""type"": ""Point""}",MGA2020 Zone 55,27947,Riverstone Bvd/Grices Rd (Clyde North),-38.075630041890314,145.34406613009145,3978,354758,5784500,1249,Clyde North,"https://www.google.com.au/maps/dir//-38.075630041890314,145.34406613009145/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0348939737, 145.2016130658","{""coordinates"": [145.2016130658, -38.0348939737], ""type"": ""Point""}",MGA2020 Zone 55,2648,Swift Way/Hammond Rd (Dandenong South),-38.03489397370294,145.20161306581002,3175,342175,5788788,1694,Dandenong South,"https://www.google.com.au/maps/dir//-38.03489397370294,145.20161306581002/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0764080023, 145.3487461277","{""coordinates"": [145.3487461277, -38.0764080023], ""type"": ""Point""}",MGA2020 Zone 55,27949,Bonnington Bvd/Grices Rd (Clyde North),-38.0764080022646,145.34874612770196,3978,355170,5784421,1251,Clyde North,"https://www.google.com.au/maps/dir//-38.0764080022646,145.34874612770196/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0136629746, 145.207577174","{""coordinates"": [145.207577174, -38.0136629746], ""type"": ""Point""}",MGA2020 Zone 55,51251,Hammond Rd/Greens Rd (Dandenong South),-38.01366297458389,145.20757717404055,3175,342653,5791154,1695,Dandenong South,"https://www.google.com.au/maps/dir//-38.01366297458389,145.20757717404055/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0453110224, 145.2909621694","{""coordinates"": [145.2909621694, -38.0453110224], ""type"": ""Point""}",MGA2020 Zone 55,45551,Lucas Ct/Lake View Dr (Narre Warren South),-38.045311022360224,145.29096216938188,3805,350038,5787780,1253,Narre Warren South,"https://www.google.com.au/maps/dir//-38.045311022360224,145.29096216938188/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0153169935, 145.2203629355","{""coordinates"": [145.2203629355, -38.0153169935], ""type"": ""Point""}",MGA2020 Zone 55,51256,Nicole Way/Greens Rd (Dandenong South),-38.01531699349504,145.22036293550968,3175,343779,5790992,1700,Dandenong South,"https://www.google.com.au/maps/dir//-38.01531699349504,145.22036293550968/@your+location,17z/data=!4m2!4m1!3e0"
"-38.105760964, 145.3014158738","{""coordinates"": [145.3014158738, -38.105760964], ""type"": ""Point""}",MGA2020 Zone 55,45563,Avalon Cres/Broad Oak Dr (Cranbourne East),-38.10576096396111,145.30141587379558,3977,351078,5781089,1256,Cranbourne East,"https://www.google.com.au/maps/dir//-38.10576096396111,145.30141587379558/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0170909831, 145.225617132","{""coordinates"": [145.225617132, -38.0170909831], ""type"": ""Point""}",MGA2020 Zone 55,51257,Greens Rd/Kitchen Rd (Dandenong South),-38.017090983071945,145.22561713195972,3175,344244,5790804,1701,Dandenong South,"https://www.google.com.au/maps/dir//-38.017090983071945,145.22561713195972/@your+location,17z/data=!4m2!4m1!3e0"
"-38.1058630243, 145.3016181924","{""coordinates"": [145.3016181924, -38.1058630243], ""type"": ""Point""}",MGA2020 Zone 55,45573,Avalon Cres/Broad Oak Dr (Cranbourne East),-38.10586302434705,145.30161819242818,3977,351096,5781078,1260,Cranbourne East,"https://www.google.com.au/maps/dir//-38.10586302434705,145.30161819242818/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0172690037, 145.225452971","{""coordinates"": [145.225452971, -38.0172690037], ""type"": ""Point""}",MGA2020 Zone 55,51258,Greens Rd/Kitchen Rd (Dandenong South),-38.01726900370998,145.22545297096033,3175,344230,5790784,1702,Dandenong South,"https://www.google.com.au/maps/dir//-38.01726900370998,145.22545297096033/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0549230204, 145.3499701435","{""coordinates"": [145.3499701435, -38.0549230204], ""type"": ""Point""}",MGA2020 Zone 55,45663,Cunneen Cres/Vivienne Way (Berwick),-38.054923020373415,145.34997014347937,3806,355235,5786807,1263,Berwick,"https://www.google.com.au/maps/dir//-38.054923020373415,145.34997014347937/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0255550343, 145.2239549917","{""coordinates"": [145.2239549917, -38.0255550343], ""type"": ""Point""}",MGA2020 Zone 55,51261,Monterey Rd/Kitchen Rd (Dandenong South),-38.02555503427878,145.22395499174132,3175,344116,5789862,1705,Dandenong South,"https://www.google.com.au/maps/dir//-38.02555503427878,145.22395499174132/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0718140412, 145.3456688556","{""coordinates"": [145.3456688556, -38.0718140412], ""type"": ""Point""}",MGA2020 Zone 55,45669,Inkerman St/Wurundjeri Bvd (Berwick),-38.07181404125351,145.3456688555802,3806,354891,5784926,1267,Berwick,"https://www.google.com.au/maps/dir//-38.07181404125351,145.3456688555802/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0300589936, 145.2190381248","{""coordinates"": [145.2190381248, -38.0300589936], ""type"": ""Point""}",MGA2020 Zone 55,51266,Healey Rd/England St (Dandenong South),-38.030058993586316,145.2190381248137,3175,343694,5789354,1710,Dandenong South,"https://www.google.com.au/maps/dir//-38.030058993586316,145.2190381248137/@your+location,17z/data=!4m2!4m1!3e0"
"-38.1178929628, 145.3185068486","{""coordinates"": [145.3185068486, -38.1178929628], ""type"": ""Point""}",MGA2020 Zone 55,51222,Shopping on Clyde/Berwick-Cranbourne Rd (Clyde),-38.11789296277771,145.3185068486041,3978,352601,5779770,1270,Clyde,"https://www.google.com.au/maps/dir//-38.11789296277771,145.3185068486041/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0229419746, 145.2138789674","{""coordinates"": [145.2138789674, -38.0229419746], ""type"": ""Point""}",MGA2020 Zone 55,460,Monterey Rd/Frankston-Dandenong Rd (Dandenong South),-38.022941974642116,145.2138789674089,3175,343226,5790135,1712,Dandenong South,"https://www.google.com.au/maps/dir//-38.022941974642116,145.2138789674089/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0694110407, 145.3413909788","{""coordinates"": [145.3413909788, -38.0694110407], ""type"": ""Point""}",MGA2020 Zone 55,45680,Meadowlands Way/Skyline Way (Berwick),-38.06941104065983,145.34139097881538,3806,354511,5785186,1274,Berwick,"https://www.google.com.au/maps/dir//-38.06941104065983,145.34139097881538/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0093329845, 145.2066919306","{""coordinates"": [145.2066919306, -38.0093329845], ""type"": ""Point""}",MGA2020 Zone 55,453,Rhur St/Hammond Rd (Dandenong South),-38.009332984516824,145.20669193062568,3175,342566,5791633,1715,Dandenong South,"https://www.google.com.au/maps/dir//-38.009332984516824,145.20669193062568/@your+location,17z/data=!4m2!4m1!3e0"
"-38.067976981, 145.338801862","{""coordinates"": [145.338801862, -38.067976981], ""type"": ""Point""}",MGA2020 Zone 55,45681,Cedarwood Crst/Ridgemont Dr (Berwick),-38.067976980964566,145.33880186201526,3806,354281,5785341,1275,Berwick,"https://www.google.com.au/maps/dir//-38.067976980964566,145.33880186201526/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0436249623, 145.2097749837","{""coordinates"": [145.2097749837, -38.0436249623], ""type"": ""Point""}",MGA2020 Zone 55,466,Willow Mobile Village/Frankston-Dandenong Rd (Lyndhurst),-38.043624962304044,145.20977498369083,3175,342910,5787833,1718,Lyndhurst,"https://www.google.com.au/maps/dir//-38.043624962304044,145.20977498369083/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0614320026, 145.31081906","{""coordinates"": [145.31081906, -38.0614320026], ""type"": ""Point""}",MGA2020 Zone 55,45708,Maple Leaf Ave/The Promenade (Narre Warren South),-38.061432002591125,145.31081905995964,3805,351813,5786023,1279,Narre Warren South,"https://www.google.com.au/maps/dir//-38.061432002591125,145.31081905995964/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0399409931, 145.2105140709","{""coordinates"": [145.2105140709, -38.0399409931], ""type"": ""Point""}",MGA2020 Zone 55,465,Colemans Rd/Frankston-Dandenong Rd (Lyndhurst),-38.039940993128404,145.21051407094822,3175,342967,5788243,1726,Lyndhurst,"https://www.google.com.au/maps/dir//-38.039940993128404,145.21051407094822/@your+location,17z/data=!4m2!4m1!3e0"
"-38.049863042, 145.331814996","{""coordinates"": [145.331814996, -38.049863042], ""type"": ""Point""}",MGA2020 Zone 55,45712,Bellevue Dr/Centre Rd (Berwick),-38.04986304200719,145.33181499597646,3806,353632,5787340,1283,Berwick,"https://www.google.com.au/maps/dir//-38.04986304200719,145.33181499597646/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0184689729, 145.2351301293","{""coordinates"": [145.2351301293, -38.0184689729], ""type"": ""Point""}",MGA2020 Zone 55,40186,Greens Rd/South Gippsland Hwy (Dandenong South),-38.018468972911236,145.23513012935152,3175,345082,5790667,1727,Dandenong South,"https://www.google.com.au/maps/dir//-38.018468972911236,145.23513012935152/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0492520315, 145.3268480779","{""coordinates"": [145.3268480779, -38.0492520315], ""type"": ""Point""}",MGA2020 Zone 55,45713,Knox St/Centre Rd (Berwick),-38.049252031497076,145.32684807790346,3806,353195,5787400,1284,Berwick,"https://www.google.com.au/maps/dir//-38.049252031497076,145.32684807790346/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0184489932, 145.2356200894","{""coordinates"": [145.2356200894, -38.0184489932], ""type"": ""Point""}",MGA2020 Zone 55,40187,Greens Rd/South Gippsland Hwy (Dandenong South),-38.01844899321462,145.23562008939268,3175,345125,5790670,1728,Dandenong South,"https://www.google.com.au/maps/dir//-38.01844899321462,145.23562008939268/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0565389732, 145.3146239089","{""coordinates"": [145.3146239089, -38.0565389732], ""type"": ""Point""}",MGA2020 Zone 55,45716,Greaves Rd/Wood Rd (Narre Warren South),-38.05653897324328,145.31462390892594,3805,352137,5786572,1287,Narre Warren South,"https://www.google.com.au/maps/dir//-38.05653897324328,145.31462390892594/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9981819834, 145.2088080198","{""coordinates"": [145.2088080198, -37.9981819834], ""type"": ""Point""}",MGA2020 Zone 55,2940,Kirkham Rd/Hammond Rd (Dandenong South),-37.99818198341552,145.20880801976466,3175,342728,5792874,1730,Dandenong South,"https://www.google.com.au/maps/dir//-37.99818198341552,145.20880801976466/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0577510031, 145.3136619871","{""coordinates"": [145.3136619871, -38.0577510031], ""type"": ""Point""}",MGA2020 Zone 55,45717,Eastern Park Sq/The Boulevard (Narre Warren South),-38.05775100307179,145.31366198713567,3805,352055,5786436,1288,Narre Warren South,"https://www.google.com.au/maps/dir//-38.05775100307179,145.31366198713567/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9993840234, 145.2138008566","{""coordinates"": [145.2138008566, -37.9993840234], ""type"": ""Point""}",MGA2020 Zone 55,2942,Bryants Rd/Kirkham Rd (Dandenong South),-37.999384023372855,145.21380085658984,3175,343169,5792749,1732,Dandenong South,"https://www.google.com.au/maps/dir//-37.999384023372855,145.21380085658984/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0603840433, 145.3112190218","{""coordinates"": [145.3112190218, -38.0603840433], ""type"": ""Point""}",MGA2020 Zone 55,45718,Almer Ave/The Promenade (Narre Warren South),-38.060384043265636,145.31121902184228,3805,351846,5786140,1289,Narre Warren South,"https://www.google.com.au/maps/dir//-38.060384043265636,145.31121902184228/@your+location,17z/data=!4m2!4m1!3e0"
"-38.003204974, 145.2173760194","{""coordinates"": [145.2173760194, -38.003204974], ""type"": ""Point""}",MGA2020 Zone 55,2944,Amberley Cres/Frankston-Dandenong Rd (Dandenong South),-38.00320497403165,145.2173760193941,3175,343491,5792331,1733,Dandenong South,"https://www.google.com.au/maps/dir//-38.00320497403165,145.2173760193941/@your+location,17z/data=!4m2!4m1!3e0"
"-38.1018889824, 145.3160001638","{""coordinates"": [145.3160001638, -38.1018889824], ""type"": ""Point""}",MGA2020 Zone 55,47234,Bushrangers Bvd/Linsell Bvd (Cranbourne East),-38.10188898239648,145.31600016382157,3977,352349,5781542,1295,Cranbourne East,"https://www.google.com.au/maps/dir//-38.10188898239648,145.31600016382157/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0074210236, 145.2166239831","{""coordinates"": [145.2166239831, -38.0074210236], ""type"": ""Point""}",MGA2020 Zone 55,2945,Dana Ct/Frankston-Dandenong Rd (Dandenong),-38.00742102359761,145.21662398311116,3175,343434,5791862,1734,Dandenong,"https://www.google.com.au/maps/dir//-38.00742102359761,145.21662398311116/@your+location,17z/data=!4m2!4m1!3e0"
"-38.1014319611, 145.3118248922","{""coordinates"": [145.3118248922, -38.1014319611], ""type"": ""Point""}",MGA2020 Zone 55,47235,Casey Fields Bvd/Linsell Bvd (Cranbourne East),-38.10143196108781,145.31182489224682,3977,351982,5781586,1296,Cranbourne East,"https://www.google.com.au/maps/dir//-38.10143196108781,145.31182489224682/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0231610355, 145.2134631679","{""coordinates"": [145.2134631679, -38.0231610355], ""type"": ""Point""}",MGA2020 Zone 55,2949,Monterey Rd/Frankston-Dandenong Rd (Dandenong South),-38.023161035498745,145.21346316788166,3175,343190,5790110,1736,Dandenong South,"https://www.google.com.au/maps/dir//-38.023161035498745,145.21346316788166/@your+location,17z/data=!4m2!4m1!3e0"
"-38.1102939935, 145.3246239531","{""coordinates"": [145.3246239531, -38.1102939935], ""type"": ""Point""}",MGA2020 Zone 55,51287,Selandra Bvd/Heather Gr (Clyde North),-38.11029399354582,145.32462395311467,3978,353122,5780623,1301,Clyde North,"https://www.google.com.au/maps/dir//-38.11029399354582,145.32462395311467/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0259019854, 145.2129300086","{""coordinates"": [145.2129300086, -38.0259019854], ""type"": ""Point""}",MGA2020 Zone 55,2950,Quality Dr/Frankston-Dandenong Rd (Dandenong South),-38.0259019854203,145.2129300086523,3175,343149,5789805,1737,Dandenong South,"https://www.google.com.au/maps/dir//-38.0259019854203,145.2129300086523/@your+location,17z/data=!4m2!4m1!3e0"
"-38.1105659734, 145.3266478767","{""coordinates"": [145.3266478767, -38.1105659734], ""type"": ""Point""}",MGA2020 Zone 55,51289,Hilltop Park/Heather Gr (Clyde North),-38.11056597343887,145.3266478766766,3978,353300,5780596,1303,Clyde North,"https://www.google.com.au/maps/dir//-38.11056597343887,145.3266478766766/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0308789846, 145.2119428981","{""coordinates"": [145.2119428981, -38.0308789846], ""type"": ""Point""}",MGA2020 Zone 55,2951,Abbotts Rd/Frankston-Dandenong Rd (Dandenong South),-38.03087898463619,145.21194289811766,3175,343073,5789251,1738,Dandenong South,"https://www.google.com.au/maps/dir//-38.03087898463619,145.21194289811766/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0850740124, 145.3173440733","{""coordinates"": [145.3173440733, -38.0850740124], ""type"": ""Point""}",MGA2020 Zone 55,51297,The Avenue Village SC/Linden Tree Way (Cranbourne North),-38.08507401236766,145.3173440733344,3977,352433,5783410,1305,Cranbourne North,"https://www.google.com.au/maps/dir//-38.08507401236766,145.3173440733344/@your+location,17z/data=!4m2!4m1!3e0"
"-37.940727962, 145.2151310612","{""coordinates"": [145.2151310612, -37.940727962], ""type"": ""Point""}",MGA2020 Zone 55,1335,Hunter St/Outlook Dr (Dandenong North),-37.94072796199564,145.21513106118206,3175,343161,5799260,1749,Dandenong North,"https://www.google.com.au/maps/dir//-37.94072796199564,145.21513106118206/@your+location,17z/data=!4m2!4m1!3e0"
"-38.084218023, 145.3198611925","{""coordinates"": [145.3198611925, -38.084218023], ""type"": ""Point""}",MGA2020 Zone 55,51299,Evesham St/Mountainview Bvd (Cranbourne North),-38.08421802301265,145.31986119255058,3977,352652,5783509,1307,Cranbourne North,"https://www.google.com.au/maps/dir//-38.08421802301265,145.31986119255058/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9553840122, 145.2242570643","{""coordinates"": [145.2242570643, -37.9553840122], ""type"": ""Point""}",MGA2020 Zone 55,1343,135 Brady Rd (Dandenong North),-37.95538401216077,145.22425706427296,3175,343994,5797649,1757,Dandenong North,"https://www.google.com.au/maps/dir//-37.95538401216077,145.22425706427296/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0827420239, 145.3225169125","{""coordinates"": [145.3225169125, -38.0827420239], ""type"": ""Point""}",MGA2020 Zone 55,51300,Crestway Dr/Mountainview Bvd (Cranbourne North),-38.08274202392059,145.322516912511,3977,352882,5783677,1308,Cranbourne North,"https://www.google.com.au/maps/dir//-38.08274202392059,145.322516912511/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9632449716, 145.225001905","{""coordinates"": [145.225001905, -37.9632449716], ""type"": ""Point""}",MGA2020 Zone 55,1344,Cheam St/Stud Rd (Dandenong North),-37.963244971599565,145.22500190497118,3175,344076,5796778,1758,Dandenong North,"https://www.google.com.au/maps/dir//-37.963244971599565,145.22500190497118/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0766840323, 145.316134104","{""coordinates"": [145.316134104, -38.0766840323], ""type"": ""Point""}",MGA2020 Zone 55,51312,Alisma Bvd/William Thwaites Bvd (Cranbourne North),-38.076684032259315,145.31613410398276,3977,352310,5784339,1314,Cranbourne North,"https://www.google.com.au/maps/dir//-38.076684032259315,145.31613410398276/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9653740111, 145.2245749453","{""coordinates"": [145.2245749453, -37.9653740111], ""type"": ""Point""}",MGA2020 Zone 55,1345,McFees Rd/Stud Rd (Dandenong North),-37.96537401110376,145.22457494530028,3175,344043,5796541,1759,Dandenong North,"https://www.google.com.au/maps/dir//-37.96537401110376,145.22457494530028/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0768130021, 145.3163360646","{""coordinates"": [145.3163360646, -38.0768130021], ""type"": ""Point""}",MGA2020 Zone 55,51313,Alisma Bvd/William Thwaites Bvd (Cranbourne North),-38.07681300206546,145.31633606461472,3977,352328,5784325,1315,Cranbourne North,"https://www.google.com.au/maps/dir//-38.07681300206546,145.31633606461472/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9851380135, 145.2174599004","{""coordinates"": [145.2174599004, -37.9851380135], ""type"": ""Point""}",MGA2020 Zone 55,1311,Stuart St/Clow St (Dandenong),-37.98513801345786,145.21745990043178,3175,343460,5794336,1762,Dandenong,"https://www.google.com.au/maps/dir//-37.98513801345786,145.21745990043178/@your+location,17z/data=!4m2!4m1!3e0"
"-38.078858972, 145.3157078667","{""coordinates"": [145.3157078667, -38.078858972], ""type"": ""Point""}",MGA2020 Zone 55,51314,Aspera Pl/William Thwaites Bvd (Cranbourne North),-38.07885897200813,145.31570786670986,3977,352277,5784097,1316,Cranbourne North,"https://www.google.com.au/maps/dir//-38.07885897200813,145.31570786670986/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9856349937, 145.2217410201","{""coordinates"": [145.2217410201, -37.9856349937], ""type"": ""Point""}",MGA2020 Zone 55,1312,Clement St/Clow St (Dandenong),-37.98563499372729,145.22174102014532,3175,343837,5794288,1763,Dandenong,"https://www.google.com.au/maps/dir//-37.98563499372729,145.22174102014532/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0786910343, 145.3272609893","{""coordinates"": [145.3272609893, -38.0786910343], ""type"": ""Point""}",MGA2020 Zone 55,51318,Wheelers Park Dr/Alisma Bvd (Cranbourne North),-38.078691034312335,145.32726098934828,3977,353290,5784134,1320,Cranbourne North,"https://www.google.com.au/maps/dir//-38.078691034312335,145.32726098934828/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9748649627, 145.2228890659","{""coordinates"": [145.2228890659, -37.9748649627], ""type"": ""Point""}",MGA2020 Zone 55,1348,Chisholm TAFE/Stud Rd (Dandenong),-37.974864962706235,145.22288906588574,3175,343915,5795485,1764,Dandenong,"https://www.google.com.au/maps/dir//-37.974864962706235,145.22288906588574/@your+location,17z/data=!4m2!4m1!3e0"
